,gene,avg_astro,avg_MG,log(astro/MG),|log(astro/MG)|,chrom,start,end
2801,TRIP11,6.247719000000001,3.5719600000000002,0.5591019723909357,0.5591019723909357,14,92432335.0,92507241.0
2802,TRIP12,12.00829,16.86726666666667,-0.33977761550930163,0.33977761550930163,2,230631930.0,230787955.0
2803,TRMT61B,0.8033842,0.6267256666666666,0.24832414365374827,0.24832414365374827,2,29072687.0,29093167.0
2804,TRPC4AP,2.8387149999999997,2.4295199999999997,0.1556577780148336,0.1556577780148336,20,33590207.0,33680674.0
2805,TRPM3,7.287501000000001,0.13607066666666667,3.9807416092502286,3.9807416092502286,9,73149949.0,74061820.0
2806,TRPM7,2.05048,3.19008,-0.44197208276839833,0.44197208276839833,15,50844670.0,50979012.0
2807,TRPS1,14.736315,1.6307133333333335,2.2012973086065712,2.2012973086065712,8,116420724.0,116821899.0
2808,TRPT1,3.8409240000000002,1.9407666666666668,0.6826298786420177,0.6826298786420177,11,63991271.0,63993726.0
2809,TSC22D1,18.580893,2.0399499999999997,2.209208496911621,2.209208496911621,13,45007655.0,45151283.0
2810,TSC22D3,17.790739,54.480566666666675,-1.1191660221516042,1.1191660221516042,X,106956451.0,107020572.0
2811,TSC22D4,0.49657229999999997,0.10171033333333335,1.5856001882953277,1.5856001882953277,7,100060982.0,100076902.0
2812,TSEN34,2.3828509999999996,1.4787366666666666,0.47710955028890634,0.47710955028890634,19,54693789.0,54697585.0
2813,TSN,6.894895,4.25131,0.4835541119672112,0.4835541119672112,2,122494679.0,122525429.0
2814,TSPAN12,6.240448000000001,0.10000000000000002,4.1336370676700485,4.1336370676700485,7,120427376.0,120498456.0
2815,TSPAN14,1.2893544000000001,5.287026666666667,-1.4111143930759267,1.4111143930759267,10,82213922.0,82282387.0
2816,TSPAN3,28.77214,6.85136,1.4349603851214296,1.4349603851214296,15,77334178.0,77376326.0
2817,TSPAN31,4.2217649999999995,2.8196236666666668,0.40364986254482305,0.40364986254482305,12,58131796.0,58143994.0
2818,TSPAN7,242.1799,8.0507,3.40392179423841,3.40392179423841,X,38420623.0,38548169.0
2819,TSPAN9,0.10585159999999998,0.10000000000000002,0.05686792720834723,0.05686792720834723,12,3186521.0,3395730.0
2820,TSPYL1,7.098434,7.33819,-0.0332180218723651,0.0332180218723651,6,116597741.0,116601066.0
2821,TSPYL2,5.275460000000001,3.7950999999999997,0.329355118390011,0.329355118390011,X,53111549.0,53117722.0
2822,TSPYL4,10.509261,1.6826566666666667,1.8318829748245953,1.8318829748245953,6,116571151.0,116575261.0
2823,TST,6.096184000000001,0.4554526666666667,2.594126484449132,2.594126484449132,22,37406900.0,37415681.0
2824,TTBK2,2.762654,1.8627200000000002,0.394154026795188,0.394154026795188,15,43036550.0,43213007.0
2825,TTC1,17.574818,12.118456666666667,0.3717374472250747,0.3717374472250747,5,159436120.0,159492518.0
2826,TTC3,13.566775000000002,9.245976666666666,0.3834352870575088,0.3834352870575088,21,38445526.0,38575413.0
2827,TTC35,21.057959999999998,4.4484,1.5547341549545899,1.5547341549545899,8,109455830.0,109499145.0
2828,TTYH1,18.884322,0.10000000000000002,5.240917147004857,5.240917147004857,19,54926373.0,54948080.0
2829,TTYH2,11.190126,2.63186,1.4473409617550674,1.4473409617550674,17,72209653.0,72258155.0
2830,TTYH3,1.1620686,1.4789643333333335,-0.24114037521286516,0.24114037521286516,7,2671585.0,2704436.0
2831,TUBA1A,67.73123000000001,24.927783333333338,0.9995643954526461,0.9995643954526461,12,49578579.0,49583107.0
2832,TUBA1B,57.49697999999999,184.55913333333334,-1.166237493316413,1.166237493316413,12,49521565.0,49525180.0
2833,TUBA1C,3.354003,36.20826666666667,-2.3791328958639735,2.3791328958639735,12,49582519.0,49667116.0
2834,TUBA4A,4.793080000000001,0.16203233333333333,3.3871325862334376,3.3871325862334376,2,220114433.0,220142892.0
2835,TUBB2A,26.158970999999998,2.05226,2.5452505660179154,2.5452505660179154,6,3153903.0,3157809.0
2836,TUBB2B,173.24432000000002,0.5796946666666666,5.699956603379563,5.699956603379563,6,3224517.0,3231964.0
2837,TUG1,26.08952,21.226633333333336,0.20627701861078448,0.20627701861078448,22,31365643.0,31374831.0
2838,TULP3,11.461721,0.707151,2.785523931921097,2.785523931921097,12,2986389.0,3050306.0
2839,TULP4,2.9838739999999997,2.3878033333333333,0.22284862033560981,0.22284862033560981,6,158733692.0,158932860.0
2840,TUSC3,0.8399381,0.10000000000000002,2.1281580126578006,2.1281580126578006,8,15274724.0,15624158.0
2841,TWF1,5.2397409999999995,3.5960199999999998,0.37644439130128765,0.37644439130128765,12,44187526.0,44200178.0
2842,TXNDC12,15.446439000000002,13.270286666666665,0.15185104061781896,0.15185104061781896,1,52485803.0,52521843.0
2843,TXNDC15,7.117662,1.6568119999999997,1.4576840267610311,1.4576840267610311,5,134209460.0,134237323.0
2844,TXNDC5,0.5687289,4.916049999999999,-2.156856770828949,2.156856770828949,6,7881483.0,8026646.0
2845,TXNIP,18.698057,21.3819,-0.134125155030535,0.134125155030535,1,145438469.0,145442635.0
2846,TXNL1,15.207197000000003,12.8254,0.1703412229805279,0.1703412229805279,18,54264439.0,54318505.0
2847,TXNL4A,2.4446410000000003,1.2442533333333332,0.6753626641374093,0.6753626641374093,18,77732869.0,77748532.0
2848,UBA1,17.445614999999997,6.26284,1.0244545713172608,1.0244545713172608,X,47050260.0,47074527.0
2849,UBA2,6.607714999999999,8.075093333333333,-0.2005465216008372,0.2005465216008372,19,34919264.0,34960795.0
2850,UBA3,16.88309,14.442833333333335,0.15611420085003624,0.15611420085003624,3,69103881.0,69129559.0
2851,UBA5,5.125408,2.6720333333333333,0.6513704009653943,0.6513704009653943,3,132373290.0,132396941.0
2852,UBA52,7.895308,25.12639,-1.1576500292524543,1.1576500292524543,19,18682614.0,18688269.0
2853,UBAP2L,13.294216,8.4314,0.45536622164685586,0.45536622164685586,1,154192655.0,154243986.0
2854,UBB,124.96624999999999,84.9963,0.3854359747146192,0.3854359747146192,17,16284113.0,16286054.0
2855,UBC,88.80366,130.92383333333333,-0.38818786380676434,0.38818786380676434,12,125396150.0,125401914.0
2856,UBE2B,3.1618299999999993,5.770953333333334,-0.6016863153859632,0.6016863153859632,5,133706870.0,133727683.0
2857,UBE2D1,0.7505788999999999,1.76546,-0.8553217831793792,0.8553217831793792,10,60094735.0,60129403.0
2858,UBE2D2,5.536537,6.35322,-0.13759255593768424,0.13759255593768424,5,138906016.0,139008018.0
2859,UBE2D3,18.97883,34.559266666666666,-0.5993515771288174,0.5993515771288174,4,103715540.0,103790053.0
2860,UBE2E3,24.20628,16.2198,0.40037938547447954,0.40037938547447954,2,181831975.0,181941312.0
2861,UBE2G1,6.015938,6.7127300000000005,-0.10959344293663145,0.10959344293663145,17,4172512.0,4269969.0
2862,UBE2H,19.6333,9.347576666666667,0.7421099745231257,0.7421099745231257,7,129470572.0,129592789.0
2863,UBE2I,3.4270989999999997,4.73524,-0.3233182810159083,0.3233182810159083,16,1359164.0,1377019.0
2864,UBE2J1,4.587679,13.467266666666665,-1.076887818068886,1.076887818068886,6,90036344.0,90062567.0
2865,UBE2K,4.152194,6.631336666666667,-0.4681695234839378,0.4681695234839378,4,39699664.0,39784412.0
2866,UBE2L3,8.325166,3.90611,0.7567409817473431,0.7567409817473431,22,21903736.0,21978323.0
2867,UBE2Q1,4.770332,4.367376666666666,0.0882533804136735,0.0882533804136735,1,154521053.0,154531504.0
2868,UBE2R2,7.395219999999999,7.46695,-0.009652770350295884,0.009652770350295884,9,33817565.0,33920402.0
2869,UBE2V1,21.61035,12.975276666666666,0.5101266147113177,0.5101266147113177,20,48697661.0,48732496.0
2870,UBE4B,4.527072,2.5519466666666664,0.5732189062773345,0.5732189062773345,1,10092890.0,10241297.0
2871,UBL3,15.544490000000001,15.576400000000001,-0.0020507132786321096,0.0020507132786321096,13,30338508.0,30424821.0
2872,UBL5,68.58387,41.6595,0.4985279420483358,0.4985279420483358,19,9938568.0,9940797.0
2873,UBL7,2.3440746999999997,1.0791553333333332,0.7757121034357568,0.7757121034357568,15,74738318.0,74753523.0
2874,UBLCP1,4.054963,2.311923333333333,0.5618617730507769,0.5618617730507769,5,158690089.0,158713044.0
2875,UBQLN1,10.511989999999999,9.868283333333332,0.06319059985695294,0.06319059985695294,9,86274878.0,86323118.0
2876,UBQLN2,6.904464999999999,3.864193333333334,0.5804153541674809,0.5804153541674809,X,56590026.0,56593443.0
2877,UBR2,5.882204999999999,3.2352900000000004,0.5978131231674363,0.5978131231674363,6,42531800.0,42661242.0
2878,UBR3,9.769344,4.95155,0.6795486606027132,0.6795486606027132,2,170683968.0,170940641.0
2879,UBR5,11.232706,7.854550000000001,0.35773671971827226,0.35773671971827226,8,103264501.0,103425069.0
2880,UBR7,4.654859,2.9262633333333334,0.4641853239895804,0.4641853239895804,14,93673401.0,93695561.0
2881,UBXN1,2.0064778,1.635269,0.20457352981157986,0.20457352981157986,11,62443970.0,62446567.0
2882,UBXN4,16.562081,15.995166666666668,0.03482921204314381,0.03482921204314381,2,136499189.0,136542633.0
2883,UFC1,21.48085,13.835939999999999,0.4398922860002484,0.4398922860002484,1,161122566.0,161128646.0
2884,UFD1L,4.529316999999999,4.896703333333334,-0.07799103407609911,0.07799103407609911,22,19437464.0,19466738.0
2885,UGP2,32.416090000000004,7.479466666666667,1.4664934162725722,1.4664934162725722,2,64068074.0,64118696.0
2886,UNC50,21.79213,10.150923333333333,0.7639842252895325,0.7639842252895325,2,99225042.0,99234978.0
2887,UPF3A,6.248224,3.2377333333333334,0.6574237668665461,0.6574237668665461,13,115047059.0,115071283.0
2888,UQCR10,22.565080000000002,9.320356666666667,0.8842026816653057,0.8842026816653057,22,30163352.0,30166402.0
2889,UQCR11,7.546817,4.18721,0.5890912439414704,0.5890912439414704,19,1597154.0,1605483.0
2890,UQCRB,10.887246999999999,5.660939999999999,0.6540021480865316,0.6540021480865316,8,97238148.0,97247862.0
2891,UQCRC1,3.833875,0.94414,1.4013568598144042,1.4013568598144042,3,48636435.0,48648409.0
2892,UQCRC2,46.7,24.9111,0.628430677403441,0.628430677403441,16,21963981.0,21994981.0
2893,UQCRFS1,22.67477,14.26807,0.4632286790519442,0.4632286790519442,19,29698167.0,29704136.0
2894,UQCRH,65.34869,56.629533333333335,0.1432067544971807,0.1432067544971807,1,46769303.0,46782448.0
2895,UQCRQ,7.6912959999999995,3.659926666666667,0.7426461890943704,0.7426461890943704,5,132202252.0,132203723.0
2896,USE1,3.9217130000000004,2.0223626666666665,0.6622620832616526,0.6622620832616526,19,17326155.0,17330638.0
2897,USF2,2.0822417,1.5802100000000001,0.2758873041532666,0.2758873041532666,19,35759896.0,35770718.0
2898,USMG5,30.783889999999996,19.292933333333334,0.4672526208619408,0.4672526208619408,10,105148798.0,105156223.0
2899,USO1,11.7863,10.42279,0.12294308521611669,0.12294308521611669,4,76649762.0,76735382.0
2900,USP11,6.242117,2.361682,0.9719453106217953,0.9719453106217953,X,47092089.0,47107727.0
2901,USP16,9.697318999999998,12.590013333333332,-0.26105445154374257,0.26105445154374257,21,30396950.0,30426809.0
2902,USP2,2.129255,1.913544,0.10681513314906005,0.10681513314906005,11,119225925.0,119252436.0
2903,USP22,5.463823,3.715123333333333,0.38573685153065035,0.38573685153065035,17,20902906.0,20947073.0
2904,USP24,11.606024000000001,14.5361,-0.22511093687966868,0.22511093687966868,1,55532032.0,55681039.0
2905,USP32,6.406916,6.313146666666667,0.014743800311869316,0.014743800311869316,17,58254691.0,58469586.0
2906,USP33,7.764096,6.108203333333333,0.23987735351371314,0.23987735351371314,1,78161672.0,78225537.0
2907,USP34,13.070684,14.129466666666668,-0.07789059137781813,0.07789059137781813,2,61414591.0,61697904.0
2908,USP4,7.708254000000001,19.174966666666666,-0.9113139060916635,0.9113139060916635,3,49315264.0,49378145.0
2909,USP47,9.624996,6.7726766666666665,0.3514670840659127,0.3514670840659127,11,11862970.0,11980870.0
2910,USP53,3.767763,21.806993333333335,-1.7557492568115514,1.7557492568115514,4,120133742.0,120216672.0
2911,USP54,3.8001110000000002,0.8364123333333334,1.5136638426327198,1.5136638426327198,10,75257296.0,75385711.0
2912,USP7,6.303202000000001,13.614933333333333,-0.7701094713051275,0.7701094713051275,16,8985951.0,9057341.0
2913,USP8,7.656460000000001,7.261036666666667,0.053027125745428796,0.053027125745428796,15,50716577.0,50793280.0
2914,USP9X,10.415280000000001,15.999533333333334,-0.42928559649471176,0.42928559649471176,X,40944888.0,41092185.0
2915,UTP11L,2.416151,4.092503333333333,-0.5269810666413617,0.5269810666413617,1,38474930.0,38490496.0
2916,UTP3,7.99603,11.167773333333335,-0.33408708122294545,0.33408708122294545,4,71554196.0,71556267.0
2917,UTRN,6.663557,6.662533333333333,0.0001536334578371491,0.0001536334578371491,6,144606837.0,145174170.0
2918,VAMP2,15.708972,3.764333333333333,1.4286612380250685,1.4286612380250685,17,8054134.0,8066864.0
2919,VAMP3,28.261199999999995,32.76356666666667,-0.14782728646767826,0.14782728646767826,1,7831329.0,7841492.0
2920,VAMP4,3.656332,1.176857,1.1336131335270858,1.1336131335270858,1,171669300.0,171711387.0
2921,VAMP8,1.8224263,29.307143333333332,-2.7776625409556317,2.7776625409556317,2,85788685.0,85809154.0
2922,VAPA,10.469199999999997,13.866153333333335,-0.28101324550697554,0.28101324550697554,18,9913999.0,9960018.0
2923,VCAM1,0.1726875,0.10000000000000002,0.5463134166955437,0.5463134166955437,1,101185305.0,101204601.0
2924,VCL,5.730091,4.821246666666667,0.17269887277046375,0.17269887277046375,10,75757872.0,75879918.0
2925,VCP,7.452170000000001,9.6177,-0.25509988570622033,0.25509988570622033,9,35056061.0,35073246.0
2926,VCPIP1,3.4079499999999996,3.3299233333333333,0.023161656793645766,0.023161656793645766,8,67540722.0,67579452.0
2927,VDAC1,32.53132999999999,28.6382,0.12746213403074716,0.12746213403074716,5,133307606.0,133340824.0
2928,VDAC2,20.48126,17.6533,0.14858758697498003,0.14858758697498003,10,76969912.0,76991206.0
2929,VDAC3,15.584480000000003,6.342686666666666,0.8989731041024001,0.8989731041024001,8,42249142.0,42263415.0
2930,VEGFA,10.529909,10.43344,0.009203651665324296,0.009203651665324296,6,43737921.0,43754224.0
2931,VEGFB,7.204327999999999,2.702241666666667,0.9806002810786627,0.9806002810786627,11,64002010.0,64006259.0
2932,VEZF1,8.033119,8.715786666666666,-0.08156306974883197,0.08156306974883197,17,56048910.0,56065615.0
2933,VHL,0.9300244,2.7196833333333337,-1.07305990858163,1.07305990858163,3,10182692.0,10193904.0
2934,VIM,109.09223999999999,3.227396666666666,3.520517936201839,3.520517936201839,10,17270258.0,17279592.0
2935,VKORC1,2.2753900000000002,2.522136666666667,-0.10295495958882779,0.10295495958882779,16,31094760.0,31107301.0
2936,VMP1,12.087139999999998,71.13659999999999,-1.772459894791734,1.772459894791734,17,57784863.0,57917950.0
2937,VPS25,4.305701000000001,2.03131,0.7512590534165476,0.7512590534165476,17,40925454.0,40931616.0
2938,VPS26A,3.5663920000000005,8.670913333333333,-0.8884196888539897,0.8884196888539897,10,70883268.0,70932617.0
2939,VPS26B,4.503126,1.276927,1.2603154120883355,1.2603154120883355,11,134094539.0,134117686.0
2940,VPS28,2.7841367000000004,1.5111133333333333,0.6110911572852624,0.6110911572852624,8,145649000.0,145653931.0
2941,VPS29,19.849059999999998,21.902066666666666,-0.09842434986280682,0.09842434986280682,12,110928902.0,110939922.0
2942,VPS35,11.838320000000001,13.93,-0.16270306029535334,0.16270306029535334,16,46691891.0,46723104.0
2943,VPS37A,3.6103579999999993,2.7879166666666664,0.25851233395616097,0.25851233395616097,8,17104080.0,17159936.0
2944,VPS41,7.678855,6.222456666666667,0.21030565624257397,0.21030565624257397,7,38762563.0,38971994.0
2945,VPS4A,2.7498788,1.0978553333333332,0.918198258278576,0.918198258278576,16,69345287.0,69358945.0
2946,VSNL1,3.6646460000000003,1.7672673333333335,0.7292972672116984,0.7292972672116984,2,17720393.0,17838285.0
2947,VTA1,6.118981,3.6316466666666667,0.5217094067930983,0.5217094067930983,6,142468367.0,142542085.0
2948,VTI1B,12.762594,5.138866666666667,0.9096859865032291,0.9096859865032291,14,68113792.0,68141548.0
2949,WAC,12.011128000000001,14.856333333333334,-0.2125927080086793,0.2125927080086793,10,28821422.0,28909928.0
2950,WAPAL,7.009310000000001,15.900500000000001,-0.81911128988389,0.81911128988389,10,88195013.0,88281572.0
2951,WASF3,32.32042,0.7542393333333334,3.757744771744679,3.757744771744679,13,27131840.0,27263085.0
2952,WASL,10.971570999999999,3.1939933333333332,1.2340355102411629,1.2340355102411629,7,123321989.0,123389121.0
2953,WBP1,5.264616999999999,1.6299219999999999,1.1724762374875604,1.1724762374875604,2,74685456.0,74688018.0
2954,WBP2,13.343839,2.9465183333333336,1.5104305328480239,1.5104305328480239,17,73841780.0,73851501.0
2955,WDR1,5.959472,14.09733,-0.8610035312019519,0.8610035312019519,4,10075963.0,10118573.0
2956,WDR13,0.7557923999999999,0.16587633333333332,1.5165242044931473,1.5165242044931473,X,48448430.0,48463581.0
2957,WDR26,8.949257000000001,17.238166666666668,-0.6555554056592664,0.6555554056592664,1,224572845.0,224624735.0
2958,WDR37,1.8028140000000001,1.9621233333333332,-0.08467844269165681,0.08467844269165681,10,1095478.0,1178237.0
2959,WDR61,10.862447,7.393776666666667,0.38467295602032925,0.38467295602032925,15,78570177.0,78592136.0
2960,WDR7,5.826115,4.284013333333333,0.3074601325063004,0.3074601325063004,18,54318616.0,54698828.0
2961,WDR82,5.188187,6.945016666666667,-0.29164006548825927,0.29164006548825927,3,52288437.0,52322036.0
2962,WDYHV1,2.5125129999999998,1.1759469999999999,0.7592096670675315,0.7592096670675315,8,124428965.0,124479470.0
2963,WFS1,9.741924999999998,0.18805766666666665,3.9474453623280956,3.9474453623280956,4,6271576.0,6304992.0
2964,WHSC1L1,10.106714,8.293823333333334,0.19768889441361487,0.19768889441361487,8,38132544.0,38239790.0
2965,WLS,43.61874,11.611013333333334,1.3235328015435348,1.3235328015435348,1,68564142.0,68698803.0
2966,WNK1,22.82986,19.836466666666666,0.14054733364209548,0.14054733364209548,12,861759.0,1020618.0
2967,WNT7A,1.0608307,0.10000000000000002,2.361637373447063,2.361637373447063,3,13857755.0,13921618.0
2968,WSB1,15.513514999999998,65.67796666666668,-1.443051926989726,1.443051926989726,17,25621106.0,25640657.0
2969,WSB2,9.698680999999999,2.63971,1.3013208342422697,1.3013208342422697,12,118470712.0,118500235.0
2970,WSCD1,1.0096695,0.1896433333333333,1.6722332135186693,1.6722332135186693,17,5973934.0,6027745.0
2971,WWP1,2.938725,3.48106,-0.16936103128940347,0.16936103128940347,8,87354967.0,87490649.0
2972,XBP1,3.497952,34.15253333333333,-2.2786591114181425,2.2786591114181425,22,29190543.0,29196585.0
2973,XIAP,2.2631249999999996,1.5476600000000003,0.38000248873713827,0.38000248873713827,X,122993574.0,123047829.0
2974,XIST,27.8584,21.14786666666667,0.27559550311469905,0.27559550311469905,X,73040486.0,73072588.0
2975,XPNPEP1,4.335517,3.1128433333333336,0.3313043013381386,0.3313043013381386,10,111624524.0,111683311.0
2976,XPO1,9.119971999999999,6.61066,0.3217832363129748,0.3217832363129748,2,61704984.0,61765761.0
2977,XPO6,5.491651999999999,4.104236666666666,0.2912093474814811,0.2912093474814811,16,28109316.0,28223190.0
2978,XPR1,4.773576,3.56583,0.2916988637185717,0.2916988637185717,1,180601140.0,180859387.0
2979,XRCC4,2.2834247000000003,2.18918,0.04214933291546147,0.04214933291546147,5,82373317.0,82652548.0
2980,XRN2,5.503776,11.5004,-0.736947415244548,0.736947415244548,20,21283942.0,21370463.0
2981,YAF2,3.5930619999999998,2.3842199999999996,0.4101327369330336,0.4101327369330336,12,42550906.0,42632151.0
2982,YBX1,17.408139,46.61113333333333,-0.9849015698527608,0.9849015698527608,1,43148098.0,43168023.0
2983,YEATS4,1.1476714,1.097837,0.04439313965309552,0.04439313965309552,12,69753483.0,69784576.0
2984,YIPF1,3.8103750000000005,3.9992966666666665,-0.04839090283404614,0.04839090283404614,1,54317392.0,54356407.0
2985,YIPF3,12.411785999999998,3.5715066666666666,1.2456589628177068,1.2456589628177068,6,43479565.0,43484728.0
2986,YIPF5,6.127172,4.418543333333333,0.3269232266379747,0.3269232266379747,5,143537723.0,143550278.0
2987,YIPF6,9.238285,4.125723333333333,0.8061149044166865,0.8061149044166865,X,67718165.0,67757127.0
2988,YLPM1,6.88095,5.844153333333334,0.16331499252728307,0.16331499252728307,14,75230069.0,75304012.0
2989,YME1L1,9.924274,13.239199999999999,-0.28819845043944214,0.28819845043944214,10,27399383.0,27444195.0
2990,YPEL3,2.2600021999999997,1.4777683333333334,0.42483271984142523,0.42483271984142523,16,30103635.0,30107537.0
2991,YPEL5,12.924389,25.6404,-0.6850530860049764,0.6850530860049764,2,30369807.0,30383399.0
2992,YTHDC1,2.1093789000000003,3.25784,-0.4346708551246221,0.4346708551246221,4,69176105.0,69215807.0
2993,YTHDF1,9.427016000000002,5.322616666666666,0.5716145725958443,0.5716145725958443,20,61826781.0,61847586.0
2994,YTHDF3,7.923069,24.2389,-1.1181801498658785,1.1181801498658785,8,64081112.0,64125346.0
2995,YWHAB,17.2064,29.947066666666668,-0.5541499711189033,0.5541499711189033,20,43514317.0,43537173.0
2996,YWHAE,166.3067,71.2719,0.847331533680497,0.847331533680497,17,1247566.0,1303505.0
2997,YWHAG,9.935907,13.041166666666664,-0.27195585555517804,0.27195585555517804,7,75956116.0,75988348.0
2998,YWHAH,5.618062,30.266099999999998,-1.6840415097198975,1.6840415097198975,22,32340447.0,32353590.0
2999,YWHAQ,33.69757,21.3205,0.45775667675332343,0.45775667675332343,2,9724101.0,9771143.0
3000,YWHAZ,43.31183,85.59956666666666,-0.6812544129745798,0.6812544129745798,8,101930804.0,101965616.0
3001,ZBTB20,12.604940000000001,2.0180433333333334,1.831960405505808,1.831960405505808,3,114056941.0,114866118.0
3002,ZBTB38,4.564558,4.836983333333333,-0.05796956247204883,0.05796956247204883,3,141043055.0,141168634.0
3003,ZC3H11A,17.289364,24.408933333333334,-0.3448576707618044,0.3448576707618044,1,203764782.0,203823252.0
3004,ZC3H14,10.640016,5.676986666666667,0.6282014121442638,0.6282014121442638,14,89029253.0,89079853.0
3005,ZC3H15,11.149193,24.381866666666667,-0.7824725680077824,0.7824725680077824,2,187350883.0,187374090.0
3006,ZCCHC18,1.4458725,0.10000000000000002,2.6712980385691796,2.6712980385691796,X,103356822.0,103360533.0
3007,ZCCHC24,5.015782,0.7122533333333333,1.951910967071517,1.951910967071517,10,81142081.0,81205383.0
3008,ZCCHC6,3.556606,28.5618,-2.08326344136502,2.08326344136502,9,88902648.0,88969369.0
3009,ZCCHC7,5.27649,2.85694,0.6135099819534746,0.6135099819534746,9,37120536.0,37358146.0
3010,ZCRB1,7.914196999999999,1.39919,1.732764737493211,1.732764737493211,12,42705880.0,42719920.0
3011,ZDHHC17,6.226643,1.8412666666666666,1.218383602693418,1.218383602693418,12,77157368.0,77247476.0
3012,ZDHHC24,0.3036093000000001,0.10083733333333333,1.1022330200259163,1.1022330200259163,11,66288108.0,66313709.0
3013,ZEB1,13.954958,4.289053333333333,1.1797688169413612,1.1797688169413612,10,31607424.0,31821599.0
3014,ZEB2,11.384716999999998,27.387133333333335,-0.8778014747906983,0.8778014747906983,2,145121063.0,145282147.0
3015,ZFAND2A,6.558510000000001,11.966386666666665,-0.6013381652128978,0.6013381652128978,7,1191707.0,1200395.0
3016,ZFAND3,6.569112,2.7556499999999997,0.8687253141033375,0.8687253141033375,6,37787275.0,38122400.0
3017,ZFAND6,7.0480719999999994,10.65528,-0.4133014397019578,0.4133014397019578,15,80351910.0,80430735.0
3018,ZFC3H1,5.38157,11.14179,-0.7277227506539421,0.7277227506539421,12,72003252.0,72061505.0
3019,ZFP106,12.395241,11.512833333333333,0.07385025342432194,0.07385025342432194,15,42705022.0,42783336.0
3020,ZFP36,29.798245,72.80036666666668,-0.8932714926603225,0.8932714926603225,19,39897487.0,39900045.0
3021,ZFP36L1,21.295617,32.58967333333334,-0.4254941923816514,0.4254941923816514,14,69254377.0,69263190.0
3022,ZFP36L2,4.618671000000001,23.140500000000003,-1.6114773277647283,1.6114773277647283,2,43449541.0,43453748.0
3023,ZFP62,2.147356,0.757448,1.0420377087328239,1.0420377087328239,5,180274611.0,180288286.0
3024,ZFP91,8.241122,6.845893333333333,0.18548754058817146,0.18548754058817146,11,58346584.0,58388515.0
3025,ZFR,15.476070000000002,9.880526666666666,0.44872914327880586,0.44872914327880586,5,32354456.0,32444867.0
3026,ZFYVE21,25.035780000000003,1.5887233333333333,2.757375242980938,2.757375242980938,14,104182067.0,104200005.0
3027,ZHX1,8.178590000000002,4.32523,0.6370544459581847,0.6370544459581847,8,124260697.0,124287781.0
3028,ZHX2,9.792781999999999,1.7527800000000002,1.7204424847732556,1.7204424847732556,8,123793633.0,123986750.0
3029,ZHX3,10.203399999999998,0.589114,2.8518565637518716,2.8518565637518716,20,39807088.0,39946312.0
3030,ZMAT3,7.773985000000001,6.071923333333333,0.24710748916856093,0.24710748916856093,3,178735011.0,178790067.0
3031,ZMIZ1,4.188646,3.6086899999999997,0.1490327057505618,0.1490327057505618,10,80828792.0,81076285.0
3032,ZMPSTE24,5.255719,3.0875466666666664,0.5319400004941222,0.5319400004941222,1,40723779.0,40759856.0
3033,ZMYM2,6.250916000000001,7.066670000000001,-0.12266135169841642,0.12266135169841642,13,20532810.0,20665968.0
3034,ZMYM4,6.434906,5.343116666666667,0.1859281051662499,0.1859281051662499,1,35734568.0,35887659.0
3035,ZMYND11,19.41396,12.819566666666667,0.4150197453499146,0.4150197453499146,10,180405.0,300577.0
3036,ZNRD1,0.41634099999999996,0.6118463333333333,-0.3849765256398008,0.3849765256398008,6,30026676.0,30032686.0
3037,ZRANB2,12.439077000000001,12.805219999999998,-0.029010011875770268,0.029010011875770268,1,71528974.0,71546980.0
3038,ZYG11B,3.563153,1.8773799999999998,0.640768639210089,0.640768639210089,1,53192126.0,53293014.0
3039,AAK1,2.579161,4.089523333333333,-0.46096426659749684,0.46096426659749684,2,69688532.0,69901481.0
3040,ABHD16A,0.32671890000000003,0.2775583333333333,0.16306904686774684,0.16306904686774684,6,31654726.0,31671221.0
3041,ACIN1,3.808703,4.287286666666667,-0.1183653429733806,0.1183653429733806,14,23527773.0,23564823.0
3042,ACOT2,3.653978,0.538604,1.9145911091090662,1.9145911091090662,14,74034324.0,74042357.0
3043,ACTR8,2.941635,2.0379233333333335,0.3670342337081589,0.3670342337081589,3,53901093.0,53916229.0
3044,ACVR1,2.9917431,2.094463333333333,0.3565588390416148,0.3565588390416148,2,158592958.0,158732374.0
3045,ADSS,1.7342598000000002,1.7578933333333335,-0.013535428287674811,0.013535428287674811,1,244571796.0,244615436.0
3046,AFF1,7.745315000000001,8.812926666666668,-0.12913143859934006,0.12913143859934006,4,87856154.0,88062206.0
3047,AGRN,0.19718530000000004,0.10000000000000002,0.678973709791383,0.678973709791383,1,955503.0,991496.0
3048,AKAP8L,1.630639,1.5364473333333333,0.05949913757262859,0.05949913757262859,19,15490859.0,15529833.0
3049,ALKBH1,0.965241,1.5741766666666666,-0.4891098521633206,0.4891098521633206,14,78138747.0,78174363.0
3050,ALMS1,4.152229,3.3563233333333335,0.21279916966615725,0.21279916966615725,2,73612886.0,73837920.0
3051,ALPK1,0.1972888,2.5922,-2.5755935699176415,2.5755935699176415,4,113206665.0,113363776.0
3052,AMBRA1,1.5223385999999999,0.8371546666666667,0.5979941437564464,0.5979941437564464,11,46417964.0,46615675.0
3053,AMMECR1L,1.4603629999999999,1.222052,0.1781536219183495,0.1781536219183495,2,128619204.0,128643496.0
